f,developers,prob,agg
311,7,0.0001648804617,0.9043693322
312,12,0.00028265222,0.9046519845
313,19,0.0004475326817,0.9050995171
314,24,0.00056530444,0.9056648216
315,15,0.000353315275,0.9060181369
316,21,0.000494641385,0.9065127782
317,14,0.0003297609233,0.9068425392
318,8,0.0001884348133,0.907030974
319,8,0.0001884348133,0.9072194088
320,9,0.000211989165,0.907431398
321,17,0.0004004239783,0.9078318219
322,17,0.0004004239783,0.9082322459
323,15,0.000353315275,0.9085855612
324,12,0.00028265222,0.9088682134
325,14,0.0003297609233,0.9091979743
326,15,0.000353315275,0.9095512896
327,13,0.0003062065717,0.9098574962
328,14,0.0003297609233,0.9101872571
329,7,0.0001648804617,0.9103521376
330,11,0.0002590978683,0.9106112354
331,13,0.0003062065717,0.910917442
332,17,0.0004004239783,0.911317866
333,13,0.0003062065717,0.9116240725
334,12,0.00028265222,0.9119067248
335,21,0.000494641385,0.9124013662
336,20,0.0004710870333,0.9128724532
337,15,0.000353315275,0.9132257685
338,9,0.000211989165,0.9134377576
339,13,0.0003062065717,0.9137439642
340,9,0.000211989165,0.9139559534
341,6,0.00014132611,0.9140972795
342,8,0.0001884348133,0.9142857143
343,13,0.0003062065717,0.9145919209
344,5,0.0001177717583,0.9147096926
345,15,0.000353315275,0.9150630079
346,10,0.0002355435167,0.9152985514
347,15,0.000353315275,0.9156518667
348,14,0.0003297609233,0.9159816276
349,14,0.0003297609233,0.9163113885
350,12,0.00028265222,0.9165940407
351,5,0.0001177717583,0.9167118125
352,9,0.000211989165,0.9169238017
353,13,0.0003062065717,0.9172300082
354,11,0.0002590978683,0.9174891061
355,18,0.00042397833,0.9179130844
356,7,0.0001648804617,0.9180779649
357,15,0.000353315275,0.9184312802
358,13,0.0003062065717,0.9187374868
359,10,0.0002355435167,0.9189730303
360,8,0.0001884348133,0.9191614651
361,10,0.0002355435167,0.9193970086
362,10,0.0002355435167,0.9196325521
363,11,0.0002590978683,0.91989165
364,8,0.0001884348133,0.9200800848
365,11,0.0002590978683,0.9203391827
366,11,0.0002590978683,0.9205982805
367,11,0.0002590978683,0.9208573784
368,8,0.0001884348133,0.9210458132
369,11,0.0002590978683,0.9213049111
370,12,0.00028265222,0.9215875633
371,12,0.00028265222,0.9218702155
372,11,0.0002590978683,0.9221293134
373,8,0.0001884348133,0.9223177482
374,19,0.0004475326817,0.9227652809
375,9,0.000211989165,0.9229772701
376,10,0.0002355435167,0.9232128136
377,9,0.000211989165,0.9234248027
378,5,0.0001177717583,0.9235425745
379,10,0.0002355435167,0.923778118
380,9,0.000211989165,0.9239901072
381,12,0.00028265222,0.9242727594
382,12,0.00028265222,0.9245554116
383,16,0.0003768696267,0.9249322812
384,12,0.00028265222,0.9252149335
385,3,0.000070663055,0.9252855965
386,6,0.00014132611,0.9254269226
387,12,0.00028265222,0.9257095748
388,10,0.0002355435167,0.9259451184
389,11,0.0002590978683,0.9262042162
390,12,0.00028265222,0.9264868684
391,10,0.0002355435167,0.926722412
392,6,0.00014132611,0.9268637381
393,16,0.0003768696267,0.9272406077
394,14,0.0003297609233,0.9275703686
395,8,0.0001884348133,0.9277588034
396,6,0.00014132611,0.9279001295
397,11,0.0002590978683,0.9281592274
398,11,0.0002590978683,0.9284183253
399,8,0.0001884348133,0.9286067601
400,13,0.0003062065717,0.9289129667
401,5,0.0001177717583,0.9290307384
402,10,0.0002355435167,0.9292662819
403,19,0.0004475326817,0.9297138146
404,6,0.00014132611,0.9298551407
405,12,0.00028265222,0.930137793
406,7,0.0001648804617,0.9303026734
407,12,0.00028265222,0.9305853256
408,8,0.0001884348133,0.9307737605
409,14,0.0003297609233,0.9311035214
410,8,0.0001884348133,0.9312919562
411,7,0.0001648804617,0.9314568367
412,12,0.00028265222,0.9317394889
413,10,0.0002355435167,0.9319750324
414,16,0.0003768696267,0.932351902
415,5,0.0001177717583,0.9324696738
416,10,0.0002355435167,0.9327052173
417,6,0.00014132611,0.9328465434
418,10,0.0002355435167,0.9330820869
419,9,0.000211989165,0.9332940761
420,10,0.0002355435167,0.9335296196
421,10,0.0002355435167,0.9337651631
422,8,0.0001884348133,0.9339535979
423,13,0.0003062065717,0.9342598045
424,7,0.0001648804617,0.934424685
425,6,0.00014132611,0.9345660111
426,12,0.00028265222,0.9348486633
427,5,0.0001177717583,0.934966435
428,6,0.00014132611,0.9351077612
429,10,0.0002355435167,0.9353433047
430,5,0.0001177717583,0.9354610764
431,5,0.0001177717583,0.9355788482
432,11,0.0002590978683,0.9358379461
433,9,0.000211989165,0.9360499352
434,5,0.0001177717583,0.936167707
435,6,0.00014132611,0.9363090331
436,7,0.0001648804617,0.9364739136
437,12,0.00028265222,0.9367565658
438,15,0.000353315275,0.9371098811
439,17,0.0004004239783,0.937510305
440,9,0.000211989165,0.9377222942
441,9,0.000211989165,0.9379342834
442,12,0.00028265222,0.9382169356
443,4,0.00009421740667,0.938311153
444,8,0.0001884348133,0.9384995878
445,8,0.0001884348133,0.9386880226
446,4,0.00009421740667,0.93878224
447,7,0.0001648804617,0.9389471205
448,8,0.0001884348133,0.9391355553
449,8,0.0001884348133,0.9393239901
450,9,0.000211989165,0.9395359793
451,13,0.0003062065717,0.9398421858
452,11,0.0002590978683,0.9401012837
453,5,0.0001177717583,0.9402190555
454,5,0.0001177717583,0.9403368272
455,9,0.000211989165,0.9405488164
456,5,0.0001177717583,0.9406665882
457,11,0.0002590978683,0.940925686
458,7,0.0001648804617,0.9410905665
459,9,0.000211989165,0.9413025556
460,7,0.0001648804617,0.9414674361
461,14,0.0003297609233,0.941797197
462,6,0.00014132611,0.9419385231
463,9,0.000211989165,0.9421505123
464,7,0.0001648804617,0.9423153928
465,8,0.0001884348133,0.9425038276
466,8,0.0001884348133,0.9426922624
467,3,0.000070663055,0.9427629255
468,8,0.0001884348133,0.9429513603
469,7,0.0001648804617,0.9431162407
470,7,0.0001648804617,0.9432811212
471,12,0.00028265222,0.9435637734
472,4,0.00009421740667,0.9436579908
473,3,0.000070663055,0.9437286539
474,9,0.000211989165,0.943940643
475,9,0.000211989165,0.9441526322
476,6,0.00014132611,0.9442939583
477,11,0.0002590978683,0.9445530562
478,4,0.00009421740667,0.9446472736
479,8,0.0001884348133,0.9448357084
480,7,0.0001648804617,0.9450005889
481,10,0.0002355435167,0.9452361324
482,6,0.00014132611,0.9453774585
483,13,0.0003062065717,0.9456836651
484,5,0.0001177717583,0.9458014368
485,8,0.0001884348133,0.9459898716
486,9,0.000211989165,0.9462018608
487,8,0.0001884348133,0.9463902956
488,13,0.0003062065717,0.9466965022
489,10,0.0002355435167,0.9469320457
490,3,0.000070663055,0.9470027088
491,6,0.00014132611,0.9471440349
492,10,0.0002355435167,0.9473795784
493,5,0.0001177717583,0.9474973501
494,6,0.00014132611,0.9476386762
495,8,0.0001884348133,0.9478271111
496,4,0.00009421740667,0.9479213285
497,5,0.0001177717583,0.9480391002
498,4,0.00009421740667,0.9481333176
499,8,0.0001884348133,0.9483217524
500,14,0.0003297609233,0.9486515134
501,5,0.0001177717583,0.9487692851
502,4,0.00009421740667,0.9488635025
503,7,0.0001648804617,0.949028383
504,6,0.00014132611,0.9491697091
505,6,0.00014132611,0.9493110352
506,7,0.0001648804617,0.9494759157
507,5,0.0001177717583,0.9495936874
508,8,0.0001884348133,0.9497821222
509,3,0.000070663055,0.9498527853
510,9,0.000211989165,0.9500647745
511,11,0.0002590978683,0.9503238723
512,6,0.00014132611,0.9504651984
513,4,0.00009421740667,0.9505594159
514,8,0.0001884348133,0.9507478507
515,5,0.0001177717583,0.9508656224
516,10,0.0002355435167,0.9511011659
517,6,0.00014132611,0.9512424921
518,4,0.00009421740667,0.9513367095
519,4,0.00009421740667,0.9514309269
520,2,0.00004710870333,0.9514780356
521,6,0.00014132611,0.9516193617
522,8,0.0001884348133,0.9518077965
523,11,0.0002590978683,0.9520668944
524,6,0.00014132611,0.9522082205
525,7,0.0001648804617,0.9523731009
526,10,0.0002355435167,0.9526086444
527,4,0.00009421740667,0.9527028619
528,8,0.0001884348133,0.9528912967
529,5,0.0001177717583,0.9530090684
530,8,0.0001884348133,0.9531975032
531,9,0.000211989165,0.9534094924
532,7,0.0001648804617,0.9535743729
533,8,0.0001884348133,0.9537628077
534,4,0.00009421740667,0.9538570251
535,5,0.0001177717583,0.9539747968
536,5,0.0001177717583,0.9540925686
537,4,0.00009421740667,0.954186786
538,5,0.0001177717583,0.9543045578
539,7,0.0001648804617,0.9544694382
540,9,0.000211989165,0.9546814274
541,8,0.0001884348133,0.9548698622
542,6,0.00014132611,0.9550111883
543,9,0.000211989165,0.9552231775
544,6,0.00014132611,0.9553645036
545,5,0.0001177717583,0.9554822754
546,9,0.000211989165,0.9556942645
547,3,0.000070663055,0.9557649276
548,4,0.00009421740667,0.955859145
549,6,0.00014132611,0.9560004711
550,7,0.0001648804617,0.9561653515
551,6,0.00014132611,0.9563066777
552,3,0.000070663055,0.9563773407
553,8,0.0001884348133,0.9565657755
554,9,0.000211989165,0.9567777647
555,9,0.000211989165,0.9569897539
556,3,0.000070663055,0.9570604169
557,7,0.0001648804617,0.9572252974
558,3,0.000070663055,0.9572959604
559,4,0.00009421740667,0.9573901778
560,8,0.0001884348133,0.9575786126
561,4,0.00009421740667,0.9576728301
562,7,0.0001648804617,0.9578377105
563,2,0.00004710870333,0.9578848192
564,5,0.0001177717583,0.958002591
565,3,0.000070663055,0.958073254
566,7,0.0001648804617,0.9582381345
567,4,0.00009421740667,0.9583323519
568,8,0.0001884348133,0.9585207867
569,2,0.00004710870333,0.9585678954
570,7,0.0001648804617,0.9587327759
571,4,0.00009421740667,0.9588269933
572,10,0.0002355435167,0.9590625368
573,2,0.00004710870333,0.9591096455
574,3,0.000070663055,0.9591803086
575,7,0.0001648804617,0.959345189
576,5,0.0001177717583,0.9594629608
577,13,0.0003062065717,0.9597691674
578,5,0.0001177717583,0.9598869391
579,3,0.000070663055,0.9599576022
580,5,0.0001177717583,0.9600753739
581,6,0.00014132611,0.9602167
582,2,0.00004710870333,0.9602638087
583,6,0.00014132611,0.9604051348
584,7,0.0001648804617,0.9605700153
585,4,0.00009421740667,0.9606642327
586,4,0.00009421740667,0.9607584501
587,2,0.00004710870333,0.9608055588
588,5,0.0001177717583,0.9609233306
589,8,0.0001884348133,0.9611117654
590,1,0.00002355435167,0.9611353198
591,5,0.0001177717583,0.9612530915
592,9,0.000211989165,0.9614650807
593,6,0.00014132611,0.9616064068
594,2,0.00004710870333,0.9616535155
595,6,0.00014132611,0.9617948416
596,6,0.00014132611,0.9619361677
597,3,0.000070663055,0.9620068308
598,7,0.0001648804617,0.9621717112
599,9,0.000211989165,0.9623837004
600,8,0.0001884348133,0.9625721352
601,8,0.0001884348133,0.96276057
602,9,0.000211989165,0.9629725592
603,5,0.0001177717583,0.9630903309
604,8,0.0001884348133,0.9632787658
605,10,0.0002355435167,0.9635143093
606,5,0.0001177717583,0.963632081
607,5,0.0001177717583,0.9637498528
608,4,0.00009421740667,0.9638440702
609,4,0.00009421740667,0.9639382876
610,6,0.00014132611,0.9640796137
611,5,0.0001177717583,0.9641973855
612,4,0.00009421740667,0.9642916029
613,2,0.00004710870333,0.9643387116
614,6,0.00014132611,0.9644800377
615,5,0.0001177717583,0.9645978094
616,6,0.00014132611,0.9647391356
617,4,0.00009421740667,0.964833353
618,8,0.0001884348133,0.9650217878
619,3,0.000070663055,0.9650924508
620,10,0.0002355435167,0.9653279943
621,7,0.0001648804617,0.9654928748
622,4,0.00009421740667,0.9655870922
623,4,0.00009421740667,0.9656813096
624,4,0.00009421740667,0.965775527
625,3,0.000070663055,0.9658461901
626,9,0.000211989165,0.9660581792
627,4,0.00009421740667,0.9661523967
628,3,0.000070663055,0.9662230597
629,5,0.0001177717583,0.9663408315
630,6,0.00014132611,0.9664821576
632,5,0.0001177717583,0.9665999293
633,4,0.00009421740667,0.9666941467
634,3,0.000070663055,0.9667648098
635,6,0.00014132611,0.9669061359
636,9,0.000211989165,0.9671181251
637,6,0.00014132611,0.9672594512
638,4,0.00009421740667,0.9673536686
639,6,0.00014132611,0.9674949947
640,6,0.00014132611,0.9676363208
641,2,0.00004710870333,0.9676834295
642,4,0.00009421740667,0.9677776469
643,6,0.00014132611,0.967918973
644,3,0.000070663055,0.9679896361
645,2,0.00004710870333,0.9680367448
646,8,0.0001884348133,0.9682251796
647,4,0.00009421740667,0.968319397
648,6,0.00014132611,0.9684607231
649,7,0.0001648804617,0.9686256036
650,10,0.0002355435167,0.9688611471
651,3,0.000070663055,0.9689318102
652,1,0.00002355435167,0.9689553645
653,4,0.00009421740667,0.9690495819
654,3,0.000070663055,0.969120245
655,2,0.00004710870333,0.9691673537
656,7,0.0001648804617,0.9693322341
657,5,0.0001177717583,0.9694500059
658,4,0.00009421740667,0.9695442233
659,2,0.00004710870333,0.969591332
660,5,0.0001177717583,0.9697091038
661,3,0.000070663055,0.9697797668
662,1,0.00002355435167,0.9698033212
663,6,0.00014132611,0.9699446473
664,4,0.00009421740667,0.9700388647
665,8,0.0001884348133,0.9702272995
666,7,0.0001648804617,0.97039218
667,5,0.0001177717583,0.9705099517
668,6,0.00014132611,0.9706512778
669,3,0.000070663055,0.9707219409
670,7,0.0001648804617,0.9708868213
671,3,0.000070663055,0.9709574844
672,5,0.0001177717583,0.9710752562
673,2,0.00004710870333,0.9711223649
674,3,0.000070663055,0.9711930279
675,6,0.00014132611,0.971334354
676,6,0.00014132611,0.9714756801
677,7,0.0001648804617,0.9716405606
678,5,0.0001177717583,0.9717583324
679,5,0.0001177717583,0.9718761041
680,5,0.0001177717583,0.9719938759
681,5,0.0001177717583,0.9721116476
682,5,0.0001177717583,0.9722294194
683,4,0.00009421740667,0.9723236368
684,4,0.00009421740667,0.9724178542
685,1,0.00002355435167,0.9724414086
686,3,0.000070663055,0.9725120716
687,4,0.00009421740667,0.972606289
688,3,0.000070663055,0.9726769521
689,6,0.00014132611,0.9728182782
690,3,0.000070663055,0.9728889412
691,9,0.000211989165,0.9731009304
692,4,0.00009421740667,0.9731951478
693,4,0.00009421740667,0.9732893652
694,3,0.000070663055,0.9733600283
695,4,0.00009421740667,0.9734542457
696,5,0.0001177717583,0.9735720174
697,6,0.00014132611,0.9737133435
698,5,0.0001177717583,0.9738311153
699,4,0.00009421740667,0.9739253327
700,12,0.00028265222,0.9742079849
701,5,0.0001177717583,0.9743257567
702,7,0.0001648804617,0.9744906371
703,6,0.00014132611,0.9746319633
704,6,0.00014132611,0.9747732894
705,3,0.000070663055,0.9748439524
706,6,0.00014132611,0.9749852785
707,3,0.000070663055,0.9750559416
708,5,0.0001177717583,0.9751737133
709,3,0.000070663055,0.9752443764
710,9,0.000211989165,0.9754563656
711,7,0.0001648804617,0.975621246
712,4,0.00009421740667,0.9757154634
713,2,0.00004710870333,0.9757625721
714,1,0.00002355435167,0.9757861265
715,6,0.00014132611,0.9759274526
716,3,0.000070663055,0.9759981157
717,2,0.00004710870333,0.9760452244
718,6,0.00014132611,0.9761865505
719,4,0.00009421740667,0.9762807679
720,7,0.0001648804617,0.9764456483
721,2,0.00004710870333,0.976492757
722,9,0.000211989165,0.9767047462
723,3,0.000070663055,0.9767754093
724,6,0.00014132611,0.9769167354
725,6,0.00014132611,0.9770580615
726,8,0.0001884348133,0.9772464963
727,7,0.0001648804617,0.9774113768
728,3,0.000070663055,0.9774820398
729,4,0.00009421740667,0.9775762572
730,6,0.00014132611,0.9777175833
731,8,0.0001884348133,0.9779060181
732,3,0.000070663055,0.9779766812
733,7,0.0001648804617,0.9781415617
734,3,0.000070663055,0.9782122247
735,5,0.0001177717583,0.9783299965
736,3,0.000070663055,0.9784006595
737,7,0.0001648804617,0.97856554
738,3,0.000070663055,0.978636203
739,6,0.00014132611,0.9787775291
740,2,0.00004710870333,0.9788246379
741,2,0.00004710870333,0.9788717466
742,6,0.00014132611,0.9790130727
743,9,0.000211989165,0.9792250618
744,4,0.00009421740667,0.9793192792
745,4,0.00009421740667,0.9794134966
746,7,0.0001648804617,0.9795783771
747,2,0.00004710870333,0.9796254858
748,6,0.00014132611,0.9797668119
749,8,0.0001884348133,0.9799552467
750,6,0.00014132611,0.9800965728
751,4,0.00009421740667,0.9801907902
752,5,0.0001177717583,0.980308562
753,5,0.0001177717583,0.9804263338
754,3,0.000070663055,0.9804969968
755,4,0.00009421740667,0.9805912142
756,3,0.000070663055,0.9806618773
757,3,0.000070663055,0.9807325403
758,6,0.00014132611,0.9808738664
759,3,0.000070663055,0.9809445295
