f,developers,prob,agg
0,1,0.00002355435167,0.00002355435167
1,4,0.00009421740667,0.0001177717583
2,6,0.00014132611,0.0002590978683
3,8,0.0001884348133,0.0004475326817
4,7,0.0001648804617,0.0006124131433
5,12,0.00028265222,0.0008950653633
6,12,0.00028265222,0.001177717583
7,15,0.000353315275,0.001531032858
8,20,0.0004710870333,0.002002119892
9,17,0.0004004239783,0.00240254387
10,24,0.00056530444,0.00296784831
11,27,0.000635967495,0.003603815805
12,27,0.000635967495,0.0042397833
13,47,0.001107054528,0.005346837828
14,34,0.0008008479567,0.006147685785
15,55,0.001295489342,0.007443175127
16,66,0.00155458721,0.008997762337
17,67,0.001578141562,0.0105759039
18,71,0.001672358968,0.01224826287
19,85,0.002002119892,0.01425038276
20,92,0.002167000353,0.01641738311
21,123,0.002897185255,0.01931456837
22,110,0.002590978683,0.02190554705
23,144,0.00339182664,0.02529737369
24,165,0.003886468025,0.02918384171
25,156,0.00367447886,0.03285832057
26,202,0.004757979037,0.03761629961
27,236,0.005558826993,0.0431751266
28,221,0.005205511718,0.04838063832
29,230,0.005417500883,0.05379813921
30,281,0.006618772818,0.06041691202
31,322,0.007584501237,0.06800141326
32,313,0.007372512072,0.07537392533
33,369,0.008691555765,0.0840654811
34,390,0.00918619715,0.09325167825
35,389,0.009162642798,0.102414321
36,419,0.009869273348,0.1122835944
37,417,0.009822164645,0.122105759
38,474,0.01116476269,0.1332705217
39,470,0.01107054528,0.144341067
40,509,0.011989165,0.156330232
41,491,0.01156518667,0.1678954187
42,514,0.01210693676,0.1800023554
43,483,0.01137675185,0.1913791073
44,542,0.0127664586,0.2041455659
45,548,0.01290778471,0.2170533506
46,502,0.01182428454,0.2288776351
47,592,0.01394417619,0.2428218113
48,532,0.01253091509,0.2553527264
49,539,0.01269579555,0.268048522
50,541,0.01274290425,0.2807914262
51,504,0.01187139324,0.2926628195
52,534,0.01257802379,0.3052408432
53,508,0.01196561065,0.3172064539
54,471,0.01109409963,0.3283005535
55,539,0.01269579555,0.3409963491
56,481,0.01132964315,0.3523259922
57,468,0.01102343658,0.3633494288
58,475,0.01118831704,0.3745377458
59,435,0.01024614297,0.3847838888
60,413,0.009727947238,0.3945118361
61,445,0.01048168649,0.4049935226
62,445,0.01048168649,0.415475209
63,399,0.009398186315,0.4248733954
64,405,0.009539512425,0.4344129078
65,378,0.00890354493,0.4433164527
66,405,0.009539512425,0.4528559651
67,361,0.008503120952,0.4613590861
68,372,0.00876221882,0.4701213049
69,332,0.007820044753,0.4779413497
70,308,0.007254740313,0.48519609
71,331,0.007796490402,0.4929925804
72,331,0.007796490402,0.5007890708
73,324,0.00763160994,0.5084206807
74,319,0.007513838182,0.5159345189
75,284,0.006689435873,0.5226239548
76,287,0.006760098928,0.5293840537
77,281,0.006618772818,0.5360028265
78,277,0.006524555412,0.5425273819
79,282,0.00664232717,0.5491697091
80,267,0.006289011895,0.555458721
81,274,0.006453892357,0.5619126134
82,282,0.00664232717,0.5685549405
83,248,0.005841479213,0.5743964197
84,229,0.005393946532,0.5797903663
85,253,0.005959250972,0.5857496172
86,240,0.0056530444,0.5914026616
87,240,0.0056530444,0.597055706
88,243,0.005723707455,0.6027794135
89,215,0.005064185608,0.6078435991
90,204,0.00480508774,0.6126486868
91,194,0.004569544223,0.6172182311
92,205,0.004828642092,0.6220468732
93,195,0.004593098575,0.6266399717
94,197,0.004640207278,0.631280179
95,208,0.004899305147,0.6361794842
96,181,0.004263337652,0.6404428218
97,176,0.004145565893,0.6445883877
98,174,0.00409845719,0.6486868449
99,164,0.003862913673,0.6525497586
100,166,0.003910022377,0.6564597809
101,187,0.004404663762,0.6608644447
102,180,0.0042397833,0.665104228
103,188,0.004428218113,0.6695324461
104,161,0.003792250618,0.6733246967
105,180,0.0042397833,0.67756448
106,150,0.00353315275,0.6810976328
107,131,0.003085620068,0.6841832529
108,131,0.003085620068,0.6872688729
109,128,0.003014957013,0.6902838299
110,135,0.003179837475,0.6934636674
111,158,0.003721587563,0.697185255
112,134,0.003156283123,0.7003415381
113,135,0.003179837475,0.7035213756
114,141,0.003321163585,0.7068425392
115,111,0.002614533035,0.7094570722
116,135,0.003179837475,0.7126369097
117,125,0.002944293958,0.7155812036
118,114,0.00268519609,0.7182663997
119,118,0.002779413497,0.7210458132
120,119,0.002802967848,0.7238487811
121,117,0.002755859145,0.7266046402
122,111,0.002614533035,0.7292191732
123,108,0.00254386998,0.7317630432
124,85,0.002002119892,0.7337651631
125,117,0.002755859145,0.7365210223
126,98,0.002308326463,0.7388293487
127,94,0.002214109057,0.7410434578
128,109,0.002567424332,0.7436108821
129,82,0.001931456837,0.7455423389
130,90,0.00211989165,0.7476622306
131,89,0.002096337298,0.7497585679
132,75,0.001766576375,0.7515251443
133,90,0.00211989165,0.7536450359
134,90,0.00211989165,0.7557649276
135,84,0.00197856554,0.7577434931
136,78,0.00183723943,0.7595807325
137,90,0.00211989165,0.7617006242
138,86,0.002025674243,0.7637262984
139,59,0.001389706748,0.7651160052
140,71,0.001672358968,0.7667883642
141,85,0.002002119892,0.768790484
142,86,0.002025674243,0.7708161583
143,93,0.002190554705,0.773006713
144,69,0.001625250265,0.7746319633
145,79,0.001860793782,0.776492757
146,87,0.002049228595,0.7785419856
147,82,0.001931456837,0.7804734425
148,86,0.002025674243,0.7824991167
149,79,0.001860793782,0.7843599105
150,73,0.001719467672,0.7860793782
151,70,0.001648804617,0.7877281828
152,71,0.001672358968,0.7894005418
153,64,0.001507478507,0.7909080203
154,72,0.00169591332,0.7926039336
155,78,0.00183723943,0.794441173
156,74,0.001743022023,0.796184195
157,71,0.001672358968,0.797856554
158,80,0.001884348133,0.7997409021
159,64,0.001507478507,0.8012483806
160,65,0.001531032858,0.8027794135
161,62,0.001460369803,0.8042397833
162,61,0.001436815452,0.8056765988
163,76,0.001790130727,0.8074667295
164,61,0.001436815452,0.8089035449
165,71,0.001672358968,0.8105759039
166,83,0.001955011188,0.8125309151
167,59,0.001389706748,0.8139206218
168,68,0.001601695913,0.8155223177
169,58,0.001366152397,0.8168884701
170,48,0.00113060888,0.818019079
171,54,0.00127193499,0.819291014
172,53,0.001248380638,0.8205393947
173,52,0.001224826287,0.8217642209
174,59,0.001389706748,0.8231539277
175,42,0.00098928277,0.8241432105
176,49,0.001154163232,0.8252973737
177,38,0.0008950653633,0.8261924391
178,52,0.001224826287,0.8274172653
179,44,0.001036391473,0.8284536568
180,44,0.001036391473,0.8294900483
181,58,0.001366152397,0.8308562007
182,40,0.0009421740667,0.8317983747
183,49,0.001154163232,0.832952538
184,36,0.00084795666,0.8338004946
185,44,0.001036391473,0.8348368861
186,32,0.0007537392533,0.8355906254
187,39,0.000918619715,0.8365092451
188,51,0.001201271935,0.837710517
189,51,0.001201271935,0.838911789
190,58,0.001366152397,0.8402779413
191,42,0.00098928277,0.8412672241
192,51,0.001201271935,0.8424684961
193,29,0.0006830761983,0.8431515723
194,42,0.00098928277,0.844140855
195,34,0.0008008479567,0.844941703
196,34,0.0008008479567,0.8457425509
197,47,0.001107054528,0.8468496055
198,47,0.001107054528,0.84795666
199,49,0.001154163232,0.8491108232
200,39,0.000918619715,0.8500294429
201,31,0.0007301849017,0.8507596278
202,38,0.0008950653633,0.8516546932
203,38,0.0008950653633,0.8525497586
204,37,0.0008715110117,0.8534212696
205,35,0.0008244023083,0.8542456719
206,36,0.00084795666,0.8550936285
207,29,0.0006830761983,0.8557767047
208,22,0.0005181957367,0.8562949005
209,37,0.0008715110117,0.8571664115
210,32,0.0007537392533,0.8579201507
211,19,0.0004475326817,0.8583676834
212,20,0.0004710870333,0.8588387705
213,33,0.000777293605,0.8596160641
214,31,0.0007301849017,0.860346249
215,23,0.0005417500883,0.8608879991
216,28,0.0006595218467,0.8615475209
217,18,0.00042397833,0.8619714992
218,35,0.0008244023083,0.8627959015
219,31,0.0007301849017,0.8635260864
220,26,0.0006124131433,0.8641384996
221,29,0.0006830761983,0.8648215758
222,23,0.0005417500883,0.8653633259
223,30,0.00070663055,0.8660699564
224,24,0.00056530444,0.8666352609
225,31,0.0007301849017,0.8673654458
226,41,0.0009657284183,0.8683311742
227,31,0.0007301849017,0.8690613591
228,15,0.000353315275,0.8694146744
229,37,0.0008715110117,0.8702861854
230,24,0.00056530444,0.8708514898
231,22,0.0005181957367,0.8713696855
232,21,0.000494641385,0.8718643269
233,30,0.00070663055,0.8725709575
234,24,0.00056530444,0.8731362619
235,27,0.000635967495,0.8737722294
236,27,0.000635967495,0.8744081969
237,21,0.000494641385,0.8749028383
238,20,0.0004710870333,0.8753739253
239,17,0.0004004239783,0.8757743493
240,16,0.0003768696267,0.8761512189
241,24,0.00056530444,0.8767165234
242,21,0.000494641385,0.8772111648
243,27,0.000635967495,0.8778471323
244,22,0.0005181957367,0.878365328
245,19,0.0004475326817,0.8788128607
246,20,0.0004710870333,0.8792839477
247,14,0.0003297609233,0.8796137086
248,20,0.0004710870333,0.8800847957
249,18,0.00042397833,0.880508774
250,22,0.0005181957367,0.8810269697
251,22,0.0005181957367,0.8815451655
252,16,0.0003768696267,0.8819220351
253,17,0.0004004239783,0.8823224591
254,27,0.000635967495,0.8829584266
255,18,0.00042397833,0.8833824049
256,17,0.0004004239783,0.8837828289
257,23,0.0005417500883,0.884324579
258,20,0.0004710870333,0.884795666
259,22,0.0005181957367,0.8853138617
260,21,0.000494641385,0.8858085031
261,17,0.0004004239783,0.8862089271
262,12,0.00028265222,0.8864915793
263,24,0.00056530444,0.8870568838
264,23,0.0005417500883,0.8875986338
265,17,0.0004004239783,0.8879990578
266,25,0.0005888587917,0.8885879166
267,12,0.00028265222,0.8888705688
268,13,0.0003062065717,0.8891767754
269,18,0.00042397833,0.8896007537
270,21,0.000494641385,0.8900953951
271,15,0.000353315275,0.8904487104
272,19,0.0004475326817,0.8908962431
273,20,0.0004710870333,0.8913673301
274,20,0.0004710870333,0.8918384171
275,18,0.00042397833,0.8922623955
276,8,0.0001884348133,0.8924508303
277,20,0.0004710870333,0.8929219173
278,13,0.0003062065717,0.8932281239
279,23,0.0005417500883,0.893769874
280,17,0.0004004239783,0.894170298
281,18,0.00042397833,0.8945942763
282,17,0.0004004239783,0.8949947003
283,17,0.0004004239783,0.8953951242
284,18,0.00042397833,0.8958191026
285,14,0.0003297609233,0.8961488635
286,13,0.0003062065717,0.8964550701
287,16,0.0003768696267,0.8968319397
288,13,0.0003062065717,0.8971381463
289,9,0.000211989165,0.8973501354
290,13,0.0003062065717,0.897656342
291,12,0.00028265222,0.8979389942
292,16,0.0003768696267,0.8983158639
293,15,0.000353315275,0.8986691791
294,20,0.0004710870333,0.8991402662
295,10,0.0002355435167,0.8993758097
296,11,0.0002590978683,0.8996349075
297,15,0.000353315275,0.8999882228
298,9,0.000211989165,0.900200212
299,17,0.0004004239783,0.900600636
300,22,0.0005181957367,0.9011188317
301,11,0.0002590978683,0.9013779296
302,13,0.0003062065717,0.9016841361
303,9,0.000211989165,0.9018961253
304,17,0.0004004239783,0.9022965493
305,11,0.0002590978683,0.9025556472
306,17,0.0004004239783,0.9029560711
307,10,0.0002355435167,0.9031916147
308,16,0.0003768696267,0.9035684843
309,14,0.0003297609233,0.9038982452
310,13,0.0003062065717,0.9042044518
